objid,ra,dec,z,v_rest
1237667324334571535,194.881003678326,28.046599254334,0.023075,-50.847
1237667324334571570,194.881667183867,28.1005372899575,0.024779,459.940
1237667444048658763,194.882884254824,27.8612970267337,0.015547,-2307.882
1237667323797700948,194.883652583971,27.7204548963996,0.025611,709.379
1237667444048658523,194.886633955294,27.9835999098617,0.019428,-1144.391
1237667444048658521,194.892163315313,27.9468363737267,0.023951,211.762
1237667444048658774,194.897020531483,27.8636306906784,0.020987,-676.861
1237665440442089583,194.898630354025,28.5513647259983,0.025299,615.772
1237667444048658532,194.89877127332,27.9592632735057,0.023909,198.952
1237667444048658776,194.904040831237,27.8258040884036,0.020867,-712.788
1237667323260829935,194.905630493967,27.3360474126594,0.023258,3.736
1237667324334571792,194.906189530477,28.1661318210296,0.019084,-1247.462
1237667323797700807,194.907624171543,27.7768238663616,0.022693,-165.376
1237667444048658635,194.907950411427,27.9073190131638,0.026711,1039.058
1237667324334571647,194.908273471813,28.0010090155298,0.016589,-1995.406
1237667444048658535,194.909649392992,27.9871937351457,0.022740,-151.442
1237665440978960466,194.912996800047,28.8955236086662,0.020394,-854.830
1237667444048658793,194.914488570533,27.8545984184852,0.031342,2427.508
1237667444048658528,194.915234080479,27.9539049065812,0.026788,1062.262
1237665440978960400,194.91577264283,28.9265549771207,0.020093,-945.068
1237667323797700711,194.915871460822,27.5764682393636,0.016714,-1958.057
1237665427552927902,194.917200734102,28.6308022950577,0.017836,-1621.546
1237667444048658530,194.917791129631,27.9682328399179,0.025273,607.980
1237667324334571816,194.919697520844,28.1446092010012,0.025648,720.249
1237665440442089601,194.922106048695,28.5071954101907,0.027481,1269.979
1237667323797700828,194.922146333642,27.6598262214408,0.022515,-218.898
1237667444048658653,194.926265602208,27.924732907372,0.023039,-61.699
1237667324334571645,194.932181682094,27.9946833857208,0.022251,-297.999
1237667324334571822,194.933937605087,28.176314146945,0.027712,1339.276
1237667444048658531,194.934177265869,27.9584134419139,0.023033,-63.516
1237667444048658805,194.934218771064,27.8676781442909,0.020809,-730.194
1237667444048658654,194.935019159584,27.9124547863754,0.022351,-268.013
1237667444585529680,194.93567369879,28.2565255773911,0.026301,916.242
1237667444048658808,194.936228035079,27.8897619433062,0.022707,-161.428
1237667444048658683,194.942174115382,27.8572277796636,0.026989,1122.325
1237667444048658525,194.944907570549,27.9738447740462,0.031420,2450.679
1237667324334571832,194.945554299629,27.9919122015786,0.028061,1443.939
1237667323797700726,194.946451172212,27.7103012472927,0.027983,1420.523
1237667324334571829,194.949036309029,28.0978860793512,0.021264,-593.882
1237667442974982277,194.955220829712,26.9743320520353,0.023506,78.355
1237667444048658912,194.959090920618,27.9126352900928,0.024171,277.642
1237667324334571835,194.959522743348,28.1443742584014,0.022604,-192.118
1237667444048658843,194.962503417933,27.832950899089,0.026345,929.214
1237667324334571840,194.964420676349,28.0734807464163,0.024990,522.995
1237667324334571838,194.965661050222,28.0985259643157,0.025511,679.289
1237667322724024468,194.976396471511,26.8199666164834,0.026741,1048.061
1237667444048658870,194.978597754377,27.7960003600152,0.027506,1277.504
1237667324334571849,194.979546851179,28.1283564978155,0.025233,596.123
1237667324334571728,194.983378854076,28.034714810226,0.027188,1182.137
1237667323797766231,194.983802165236,27.7463121860577,0.029759,1952.960
1237667444048658858,194.986046819322,27.9300248530611,0.025707,738.093
1237667324334571861,194.990049149968,28.0650983650021,0.019484,-1127.458
1237667444585529470,194.990611158435,28.2466639995862,0.022372,-261.634
1237667444048658878,194.997788332255,27.9405714783175,0.020373,-861.105
1237667444048658882,195.004040490954,27.9454313112633,0.022820,-127.516
1237667442974982309,195.004939532932,26.9561033987463,0.023916,201.132
1237667323797766246,195.006213693971,27.7312628487315,0.026915,1100.230
1237665440442155197,195.007640576844,28.4348164330296,0.026995,1124.166
1237667444585529472,195.012506661005,28.2403102905982,0.025686,731.872
1237667322724024401,195.014695905543,26.8981074771178,0.019764,-1043.660
1237667444048723996,195.01561298036,27.964705679981,0.017779,-1638.721
1237667324334637274,195.017693325766,28.1551072976378,0.021915,-398.594
1237665427552993436,195.018294753698,28.6034824944784,0.022743,-150.525
