objid,ra,dec,z,v_rest
1237667324334637085,195.01850233818,27.9875782970746,0.021253,-597.323
1237667442974982311,195.019097162347,27.0324696954038,0.023210,-10.534
1237667324334637091,195.022457096724,28.0244389380184,0.019691,-1065.455
1237667444048724086,195.022925114932,27.8075946752714,0.021926,-395.437
1237667444048724058,195.023672448191,27.9264637253773,0.026533,985.605
1237667444048723989,195.025435166895,27.9783006634674,0.025460,664.089
1237667323797766175,195.026050713646,27.6852929888578,0.025167,576.307
1237667323260895278,195.026164834203,27.3007130661533,0.026254,902.188
1237667444048724247,195.026210168324,27.7757641183196,0.020608,-790.603
1237667324334637086,195.026605804919,28.004116613337,0.024246,300.066
1237667444048724004,195.031143035643,27.9580695180286,0.020717,-757.793
1237667324334637131,195.033291417377,28.0785665802864,0.024141,268.513
1237667444048724248,195.033580146551,27.7733180979145,0.028925,1702.768
1237667444048723983,195.033861825427,27.9769409285138,0.021502,-522.624
1237667324334637287,195.03635958837,28.1598544379102,0.024890,493.088
1237667324334637285,195.037977566511,28.1703924435192,0.022523,-216.404
1237667444048724108,195.038092841516,27.8664772135996,0.017733,-1652.467
1237667444048724001,195.04311990404,27.9590679990449,0.021114,-638.773
1237667323797766302,195.043379377926,27.5949975652798,0.018656,-1375.785
1237667324334637325,195.046407325529,28.0652464762035,0.024544,389.524
1237667443511853143,195.046668062856,27.4600839791545,0.022823,-126.613
1237667444048724279,195.052609402741,27.7818205349669,0.023373,38.428
1237667324334637140,195.053597313238,28.0754960776549,0.025033,536.066
1237667324334637329,195.055934005349,28.0532871738763,0.027161,1174.078
1237667444048724270,195.056810819008,27.8671768307925,0.024684,431.393
1237665440979026019,195.058355375781,28.8281644434916,0.024474,368.575
1237665440442155329,195.059240619592,28.4580656213662,0.026103,856.673
1237667324334637152,195.061432511972,28.0412967617924,0.019120,-1236.640
1237667323260895917,195.065145401379,27.2566721331826,0.023783,161.424
1237667444048723984,195.068828715871,27.9675072124747,0.015470,-2330.804
1237667324334637347,195.070941548439,28.0639110960623,0.020473,-831.129
1237667444048724379,195.073136804668,27.7844202898158,0.023250,1.458
1237667444585594903,195.074696934213,28.2023981851634,0.028444,1558.721
1237667444048723985,195.075399921661,27.9565732826716,0.021240,-600.987
1237667324334637356,195.077274091446,28.0971543321854,0.026080,849.901
1237667444048724291,195.077385694626,27.8155227011552,0.017890,-1605.444
1237667444048723991,195.078230394988,27.9370369750511,0.017616,-1687.552
1237667324334637362,195.078668224167,28.0093072077635,0.020682,-768.304
1237667443511853161,195.079593550087,27.5537206819325,0.019641,-1080.430
1237665440442155264,195.082823142696,28.4392284427739,0.023693,134.407
1237667444048724298,195.084039953025,27.8434940002557,0.026248,900.185
1237667444048724303,195.090288097237,27.8985384860965,0.016259,-2094.367
1237667324334637189,195.092229985721,28.0470066525567,0.027271,1206.975
1237667444585595157,195.092451607569,28.2470906197883,0.025082,550.591
1237667323797766325,195.093244819042,27.6235520775816,0.025356,632.956
1237665427552993478,195.09458906104,28.574474669521,0.021586,-497.391
1237667323260960965,195.099584113834,27.2869266585379,0.024242,298.792
1237667444048724320,195.10342586746,27.9266217099223,0.026530,984.690
1237667443511853185,195.104915314208,27.5522601207074,0.024238,297.623
1237665440979025953,195.106860187594,28.8678073934719,0.022580,-199.457
1237667443511853192,195.11189741629,27.5155910173828,0.025951,811.248
1237667323797766335,195.115212136445,27.6252079523193,0.019593,-1094.808
1237667323260960821,195.116104386748,27.2717866772735,0.025871,787.226
1237667444048724118,195.116532620863,27.9559693819117,0.023362,35.050
1237667444048724328,195.1182936606,27.9723909581336,0.025735,746.502
1237665440442155099,195.122312006143,28.4556429094416,0.024119,262.101
1237667444048724347,195.124691653534,27.7702521766262,0.027877,1388.556
1237667324334637391,195.125788530825,28.1600474654896,0.023583,101.424
1237667444585595001,195.128196588443,28.3463639422662,0.019866,-1013.148
1237667324334637213,195.128978885372,28.1083941339631,0.017280,-1788.135
1237665440979026068,195.13002691707,28.9505340584901,0.023274,8.557
1237667444585595177,195.135268435612,28.2560509178605,0.020956,-686.119
1237667444048724362,195.135483645373,27.7661418910768,0.022255,-296.769
1237667444048724355,195.139020437817,27.8242445365237,0.027346,1229.387
1237667443511853233,195.139784242372,27.5041237785449,0.018608,-1390.086
1237667323797831683,195.140293060488,27.6377481111137,0.024964,515.476
1237667444048724349,195.143447755416,27.9346919831049,0.029232,1794.984
1237667444048724352,195.14759251873,27.9427442848064,0.023250,1.515
1237667324334637227,195.148217631308,28.1461247282573,0.018219,-1506.897
1237667323797831757,195.148647783798,27.5742246050628,0.016995,-1873.618
1237665427553058914,195.154751262705,28.6641178865181,0.023604,107.504
1237667324334637239,195.1577533994,28.0579667049016,0.025527,684.259
1237667324334702605,195.161501298619,28.0145264721627,0.025353,631.925
1237665428089864334,195.164792116953,29.0194074440033,0.024246,300.036
1237667444048724135,195.165671469683,27.923933792128,0.025015,530.700
1237667324334702869,195.17019516335,27.9966036824449,0.023639,117.984
1237667324334702866,195.171635650757,28.0451195506376,0.028770,1656.246
1237665428089864346,195.172219633614,29.0241999741511,0.023723,143.266
1237667324334702622,195.17813250627,27.9712623625048,0.021255,-596.451
1237667444048724176,195.178482299746,27.9630831728301,0.028093,1453.467
1237665440442220653,195.182794772885,28.4163326730284,0.020927,-694.801
1237667444585595059,195.184284096314,28.3372650758403,0.026408,948.317
1237667324334702891,195.185975736092,28.1006362370394,0.022009,-370.584
1237667323797831766,195.188355043658,27.7470167555916,0.031129,2363.460
1237667444048789817,195.189103715597,27.835489299057,0.029273,1807.117
1237667444048789811,195.197519490083,27.9221565643608,0.028575,1597.745
1237665428089929976,195.198173840503,29.0672233801512,0.024988,522.431
1237665441515896903,195.198459222165,29.2007936503077,0.031009,2327.656
1237667324334702681,195.202694942104,28.090735952524,0.023242,-0.955
1237667324334702646,195.20332601424,28.1583432170809,0.019370,-1161.734
1237667443511918698,195.20800961403,27.4057818464861,0.021982,-378.574
1237667323797831772,195.212900712822,27.7429850706734,0.027134,1165.780
1237667324334702708,195.213150461449,28.0471389131688,0.021164,-623.939
1237667444585595093,195.217014286296,28.366127457516,0.025477,669.021
1237667444048789602,195.218753726365,27.8049599393994,0.022789,-136.815
1237667444048789589,195.22550081075,27.7837036730738,0.027676,1328.393
1237667324334702748,195.226908526339,28.0076343782209,0.016623,-1985.383
1237667444048789843,195.228212924609,27.8420078748367,0.023626,114.105
1237667442975048023,195.2300454816,27.1215892710942,0.021482,-528.473
1237667444048789675,195.233046065291,27.8984995989503,0.020077,-949.622
1237667444048789588,195.233588545677,27.7908522847983,0.026594,1004.027
1237667323797831800,195.243237919461,27.6520880345483,0.017374,-1760.137
1237667444048789674,195.246910609888,27.8998161886084,0.022963,-84.450
1237665440979091634,195.251348422006,28.7921591008561,0.026597,1004.989
1237667444048789704,195.270102576772,27.891744202187,0.019355,-1166.168
1237667324334702937,195.273564431493,28.0620566176221,0.024795,464.562
1237667323797831972,195.274232732489,27.7088828176486,0.029126,1762.949
1237667443511918768,195.275799953577,27.3978258093587,0.027064,1145.019
1237667322724155492,195.278342988458,26.8094886523373,0.022926,-95.669
1237667444585660537,195.28764464715,28.3597822924691,0.023013,-69.644
1237667444048789720,195.288477308824,27.8183039438233,0.019749,-1048.094
1237667324334702963,195.289310063338,28.0331184270613,0.023429,55.169
1237667444048789721,195.294604532846,27.8028866480324,0.022322,-276.695
1237667323261026354,195.294709931189,27.2464984455643,0.020613,-789.077
1237667323797831830,195.29675363848,27.7425053994269,0.024577,399.253
1237667323797897301,195.301202251965,27.6044757364926,0.025191,583.517
1237667444048789861,195.306789021284,27.9142526949842,0.019514,-1118.579
1237667324334702972,195.306931869738,28.0831231844849,0.019374,-1160.439
1237665440442220827,195.31231891148,28.5217546540502,0.028133,1465.378
1237667323797897314,195.313343376905,27.6692238659144,0.023558,93.899
1237665440979091535,195.315650976421,28.8721784223315,0.023780,160.465
1237667444048789764,195.323315726335,27.8090710444691,0.024350,331.392
1237667324334702984,195.324346807909,28.0970738409799,0.026822,1072.401
1237667324334702990,195.32940726419,28.1281384625659,0.022710,-160.550
1237667444048789881,195.330494542194,27.8604556361445,0.027411,1248.880
1237667324334768325,195.333292146706,27.9610156450116,0.026265,905.371
1237667322724155512,195.333662968,26.8867456529938,0.026943,1108.568
1237667322724155516,195.340606509208,26.7965892117349,0.028361,1533.721
1237667444585660575,195.344906530011,28.1960359758045,0.025362,634.734
1237665427553124486,195.354480293973,28.6772253598032,0.029152,1770.962
1237667444048855053,195.358850439825,27.8859729500242,0.018252,-1496.875
1237665440442286144,195.361207207261,28.4358939754797,0.019221,-1206.466
1237667324334768346,195.363104189032,27.9991958902805,0.025495,674.522
1237667444048855313,195.368602982341,27.9265439789628,0.025105,557.687
1237667444048855141,195.382517590132,27.8474999785188,0.018225,-1505.062
1237665428089995273,195.390003400941,29.1305910162567,0.024531,385.663
1237667444048855334,195.39102536636,27.9111024405541,0.021892,-405.597
1237667324334768368,195.396838743459,28.1469487045078,0.017592,-1694.636
1237667323797897347,195.402158508294,27.7079322673888,0.026390,942.950
1237667324334768379,195.405521683289,28.0157684825243,0.023835,176.900
1237667444585726083,195.412866869229,28.2458768145877,0.025338,627.566
1237667323797897421,195.418946763465,27.5489321883942,0.021676,-470.271
1237667444585726096,195.430341049331,28.2977865854792,0.025659,723.772
1237665441516028047,195.430527156299,29.1783589861483,0.023442,59.150
1237665428089995515,195.430722913139,29.044658570315,0.023730,145.370
1237665428089995563,195.433250063168,28.9995424101428,0.021424,-545.939
1237667444585726117,195.43406566251,28.2143590064141,0.026104,856.961
1237667324334768181,195.445895535783,28.0950007428482,0.019352,-1167.040
1237665428089995663,195.446111981103,29.0766449971161,0.023111,-40.303
1237667323797897366,195.446831442817,27.6217919690725,0.025981,820.296
1237665427553124587,195.4492623908,28.6602096947014,0.028723,1642.225
1237667443511984267,195.449898829919,27.3548146345931,0.020200,-913.005
1237667323797897365,195.451200492897,27.7284454146125,0.018286,-1486.589
1237667323797897369,195.451563119139,27.6039619146946,0.027453,1261.561
1237667444585725994,195.453550950031,28.1719483323776,0.025415,650.620
1237667444048855252,195.459255817533,27.8935444618584,0.025181,580.375
1237667323797962757,195.47387935717,27.6244460249129,0.026211,889.096
1237667324334768238,195.489890494881,28.0058364644686,0.025749,750.621
1237665427553189967,195.497239373117,28.7094725548596,0.020232,-903.277
1237667323797962933,195.504321624415,27.6529692665898,0.023647,120.362
1237665428089995597,195.513945939063,29.1504804569642,0.026901,1096.036
1237665441516027964,195.517498598631,29.2534548103593,0.024315,320.866
1237667323797962954,195.518083572067,27.6995499077962,0.023374,38.707
1237665440979157097,195.51843341003,28.894576668828,0.027056,1142.393
1237667323261091954,195.52299891919,27.2972716010458,0.024280,310.193
1237667444048920652,195.525033677402,27.765116833945,0.024143,269.257
1237667323797962850,195.532830672676,27.6482976826427,0.023012,-69.875
1237667324334833783,195.533970497546,28.1510265057173,0.016370,-2061.066
1237665440442351629,195.53608396082,28.3871080825636,0.025267,606.106
1237667323797962970,195.539032113146,27.5893569962044,0.021532,-513.492
1237667444585726015,195.542861532794,28.1918177008192,0.019137,-1231.471
1237665440442351685,195.546418914066,28.4566139318449,0.020483,-828.032
1237667444585791644,195.547338684142,28.1724567094231,0.029884,1990.458
1237667444585791491,195.553278002564,28.2148373267855,0.027310,1218.594
1237667444585726198,195.559643801511,28.3526448853885,0.028847,1679.319
1237667324334833807,195.559729478971,28.101596914342,0.019839,-1021.137
1237667444585791502,195.58966914892,28.2307701212819,0.018575,-1400.036
1237667444585791665,195.590232511146,28.2559790755538,0.022721,-156.982
1237667324334833950,195.604293644629,27.9722581716407,0.027422,1252.279
1237665440979222567,195.606862839908,28.8580635630958,0.022336,-272.585
1237667444048920692,195.632821627891,27.9355359834758,0.022083,-348.370
1237665440442351734,195.633184584351,28.4393232519616,0.019900,-1002.679
1237667443512049834,195.635726585595,27.3934908210099,0.018203,-1511.618
1237667323261157453,195.636449334602,27.2955624355497,0.025375,638.670
1237667324334833870,195.64495510833,27.9491093495886,0.019282,-1188.094
1237667443512115311,195.646561584546,27.4394408127028,0.018061,-1554.237
1237665440979222670,195.648014771929,28.7452316009678,0.020396,-854.168
1237667323261157385,195.655638946037,27.1761404681539,0.018297,-1483.513
1237665440442351742,195.658953721111,28.5019066337512,0.019218,-1207.284
1237667324334833744,195.660181057666,28.1145710228721,0.024884,491.382
1237665428090061453,195.661212156078,29.0756036494899,0.022335,-272.927
1237665440442351757,195.669998666552,28.3713018245879,0.024727,444.353
1237667324334899203,195.684984965144,28.045338208552,0.020763,-743.982
1237665440442417214,195.71351070655,28.4824384272355,0.023570,97.524
1237667444048986134,195.719752178221,27.8665936888584,0.027386,1241.544
1237667324334899374,195.735715271896,28.0703941712978,0.025885,791.378
1237665440442417323,195.738848732871,28.375600328505,0.029516,1880.006
1237667444585857114,195.74766250227,28.27535445414,0.023908,198.745
1237667324334899265,195.753648584939,28.0324735786419,0.017937,-1591.288
1237667444048986271,195.771661802753,27.7841191138634,0.025582,700.733
1237665427553255498,195.79056921392,28.5835206512888,0.022830,-124.533
1237665440442417243,195.790981249344,28.4896063172504,0.017981,-1577.984
1237667444585857153,195.802638507581,28.1724981550614,0.024254,302.576
1237667443512115420,195.806948949738,27.3690777806527,0.021271,-591.699
1237667324334899420,195.817685340268,28.0304044444865,0.020318,-877.581
1237665427553321028,195.832508886991,28.6172727887781,0.019883,-1007.976
1237667444585857168,195.839808704322,28.3090354738125,0.018426,-1444.786
1237665440979288199,195.844124517784,28.7965163163799,0.026342,928.479
1237667324334964884,195.844870559075,27.9359619009427,0.020097,-943.767
1237665440979288192,195.846408376943,28.8641676660111,0.021910,-400.375
1237667443512180814,195.847673184891,27.3069583343845,0.018555,-1405.927
1237667324334964901,195.855544393712,28.0139938315681,0.026544,988.932
1237665427553321118,195.866332218664,28.564224923352,0.015893,-2204.109
1237667444585857184,195.875119416415,28.2747004341495,0.021386,-557.427
1237667324334964917,195.880140364324,28.0923054224563,0.021117,-637.960
1237665428090191940,195.889293306973,29.0604918294491,0.025152,571.627
1237667444585857196,195.890405905279,28.2394259864677,0.027408,1247.965
1237667444585922800,195.899849185867,28.1669677048163,0.022078,-349.995
1237667324334964935,195.902413546025,28.0979516017944,0.020586,-797.102
1237665440979353636,195.925870239598,28.905511306085,0.022319,-277.670
1237665427553321062,195.936824813474,28.545921342782,0.025799,765.806
1237667324334964782,195.937273855465,28.0842168568776,0.018766,-1342.673
1237667324334964813,195.942828701635,27.9869157698928,0.020611,-789.700
1237667444585922609,195.958123620537,28.1857339728352,0.023235,-2.994
1237667444585922613,195.960154273299,28.1786357779268,0.021292,-585.578
1237667324334964987,195.96040532167,28.0544041547406,0.020980,-679.164
1237667324334964812,195.961653752345,27.9883676069246,0.021180,-619.181
1237667444049051802,195.974321567418,27.821955718637,0.016551,-2006.759
1237667444585922954,195.976769029091,28.3105543009076,0.026751,1051.118
1237667444585922611,195.978633527641,28.187643280719,0.022917,-98.325
1237667322724417805,195.988019975696,26.7294834049306,0.022041,-360.931
1237667444049051826,196.019814237027,27.8505250815601,0.021286,-587.280
1237667324335030394,196.033193138867,27.9649484556976,0.019804,-1031.489
1237667444585922740,196.042281937626,28.247951973113,0.019800,-1032.661
1237665428090192022,196.042606512841,29.0154335046959,0.022101,-342.845
1237667323798159456,196.046866941757,27.4904441609391,0.017770,-1641.303
1237665427553386633,196.05469756966,28.5424539305107,0.027068,1145.955
1237667323798159536,196.057800089502,27.5600902998971,0.023136,-32.673
1237665427553386636,196.065710749018,28.5453865510812,0.027857,1382.578
1237667323798159557,196.068598803751,27.50638495604,0.023533,86.194
1237665428090257496,196.074678862051,29.02953580281,0.022766,-143.531
1237665440442548314,196.076756682974,28.4681349523023,0.025773,757.978
1237665440979419139,196.094505866627,28.8107654534364,0.026468,966.370
1237667443512246388,196.110603084292,27.3043126853379,0.018372,-1460.828
1237665428090257546,196.122143964547,28.9875009200063,0.024060,244.320
1237667444585988282,196.130599534915,28.3019347577608,0.026261,904.061
1237665427553386581,196.148967955507,28.6277402559277,0.022366,-263.451
1237667444585988288,196.153757194028,28.2505101491467,0.018743,-1349.686
1237665441516290236,196.154356523625,29.1467109477648,0.019371,-1161.440
1237665428090257566,196.161578494874,28.9726863081091,0.025317,621.081
1237665441516290234,196.162211183681,29.2248653690734,0.019240,-1200.695
1237667444585988306,196.173652210193,28.2275322819398,0.024035,236.765
1237667444585988317,196.180553115551,28.251565186261,0.021903,-402.224
1237665427553452095,196.205289195789,28.6611960168516,0.026195,884.359
1237667444585988328,196.205703381122,28.2694421744362,0.022707,-161.221
1237667442975440947,196.218158791778,26.91909161581,0.023113,-39.590
1237665428090323207,196.236488112665,29.0924463348028,0.019916,-998.050
1237665441516290257,196.24319678609,29.1946498801493,0.019028,-1264.284
1237665441516290101,196.243257072241,29.1222421355464,0.019745,-1049.323
1237665440979484734,196.260581326475,28.7390027298822,0.027907,1397.496
1237667323798225112,196.263760743696,27.5370530512645,0.021705,-461.715
1237665427553452110,196.277570746616,28.6411660974026,0.018166,-1522.684
1237667323798225124,196.285246295905,27.5128223179682,0.023878,189.752
